theta1,theta2,theta3
0.127347,0.41546,0.457193
0.140921,0.253574,0.605505
0.0351728,0.414157,0.55067
0.196239,0.242784,0.560977
0.343235,0.33044,0.326325
0.564173,0.00574157,0.430085
0.350936,0.0581025,0.590962
0.119185,0.391415,0.4894
0.241494,0.358352,0.400155
0.152893,0.450956,0.396151
0.0817392,0.150128,0.768133
0.0658748,0.425704,0.508422
0.157616,0.328661,0.513723
0.242238,0.408294,0.349468
0.318295,0.314718,0.366987
0.16098,0.232676,0.606345
0.258611,0.343781,0.397608
0.114869,0.405052,0.480079
0.19987,0.152299,0.647831
0.0678211,0.446577,0.485602
0.260717,0.186659,0.552625
0.0918022,0.449169,0.459029
0.340903,0.148572,0.510525
0.20741,0.331088,0.461502
0.360837,0.120187,0.518976
0.207555,0.239473,0.552973
0.215916,0.238482,0.545602
0.352099,0.0523823,0.595519
0.449699,0.218237,0.332064
0.0705326,0.160023,0.769444
0.0835694,0.202949,0.713481
0.307001,0.393764,0.299235
0.155146,0.471999,0.372855
0.160134,0.382633,0.457233
0.0623474,0.107743,0.82991
0.0956707,0.572691,0.331638
0.102275,0.205076,0.69265
0.164249,0.0567835,0.778968
0.0644761,0.357362,0.578162
0.225655,0.328598,0.445748
0.200997,0.429674,0.369329
0.201858,0.56994,0.228202
0.0225536,0.307561,0.669886
0.276909,0.18272,0.54037
0.481976,0.233423,0.2846
0.184734,0.0873871,0.727879
0.0427297,0.107042,0.850228
0.267817,0.396678,0.335505
0.212285,0.50822,0.279494
0.287192,0.179041,0.533767
0.114906,0.265558,0.619536
0.0851467,0.1479,0.766954
0.269435,0.278126,0.452439
0.137378,0.287198,0.575424
0.217782,0.221935,0.560283
0.260772,0.0500307,0.689197
0.274823,0.178658,0.546519
0.248875,0.420157,0.330968
0.150104,0.0933425,0.756554
0.0400183,0.512337,0.447645
0.259658,0.184911,0.555432
0.0477823,0.549479,0.402739
0.0749535,0.307684,0.617363
0.358096,0.328436,0.313469
0.30486,0.172895,0.522245
0.237654,0.358223,0.404123
0.178115,0.242015,0.579869
0.335492,0.249599,0.41491
0.304029,0.169341,0.526629
0.055563,0.224867,0.71957
0.30654,0.198377,0.495083
0.41475,0.142322,0.442928
0.224576,0.150904,0.624521
0.313531,0.206718,0.47975
0.373267,0.216404,0.410329
0.328317,0.226672,0.445011
0.339271,0.33371,0.327019
0.237371,0.201554,0.561075
0.0984384,0.346943,0.554619
0.18088,0.382398,0.436722
0.520726,0.239502,0.239772
0.300183,0.267646,0.432171
0.178394,0.149136,0.672469
0.0922481,0.342828,0.564924
0.154829,0.193508,0.651663
0.168688,0.408339,0.422972
0.455969,0.296078,0.247953
0.408903,0.23364,0.357456
0.193427,0.22233,0.584244
0.18551,0.0737761,0.740713
0.0300367,0.378732,0.591231
0.156351,0.259881,0.583768
0.186937,0.173326,0.639736
0.11565,0.129754,0.754595
0.476793,0.0982827,0.424924
0.0462667,0.0838032,0.86993
0.192468,0.195102,0.61243
0.194057,0.450789,0.355155
0.220786,0.383711,0.395503
0.305953,0.0910582,0.602989
0.180314,0.273558,0.546127
0.0656912,0.387952,0.546357
0.567159,0.151022,0.281819
0.156955,0.149579,0.693466
0.165393,0.296247,0.53836
0.203392,0.206296,0.590312
0.17048,0.398325,0.431195
0.0545118,0.305261,0.640227
0.24824,0.469954,0.281806
0.134411,0.124818,0.740771
0.142981,0.15078,0.706239
0.249064,0.6368,0.114136
0.0899222,0.237456,0.672621
0.296582,0.231661,0.471757
0.387863,0.314969,0.297168
0.0129936,0.123279,0.863727
0.128966,0.240015,0.631019
0.217543,0.321221,0.461236
0.160186,0.163105,0.67671
0.0874297,0.107404,0.805166
0.225835,0.271771,0.502394
0.0426769,0.469188,0.488135
0.0251829,0.369942,0.604875
0.244037,0.262397,0.493567
0.0200736,0.431616,0.548311
0.0600867,0.364683,0.575231
0.11282,0.21908,0.668101
0.1004,0.483888,0.415713
0.0851838,0.323397,0.59142
0.0781055,0.411898,0.509996
0.126265,0.141772,0.731963
0.242241,0.350017,0.407742
0.226971,0.350726,0.422303
0.314964,0.230303,0.454733
0.26342,0.1892,0.547381
0.102937,0.170006,0.727057
0.100216,0.260281,0.639503
0.111733,0.405742,0.482524
0.28607,0.268222,0.445708
0.111621,0.210422,0.677958
0.0917086,0.324412,0.58388
0.0971984,0.262858,0.639944
0.128216,0.278621,0.593163
0.0731688,0.437647,0.489184
0.17738,0.11758,0.70504
0.437967,0.22341,0.338623
0.310008,0.269738,0.420254
0.102137,0.526224,0.371639
0.157573,0.401385,0.441041
0.0537647,0.662919,0.283316
0.190824,0.140073,0.669103
0.180427,0.271519,0.548054
0.117467,0.404327,0.478206
0.136846,0.22464,0.638514
0.345998,0.049898,0.604104
0.155037,0.51397,0.330993
0.0536811,0.551436,0.394883
0.15277,0.345305,0.501924
0.477335,0.234012,0.288652
0.138332,0.589824,0.271845
0.0485712,0.470841,0.480587
0.302641,0.320918,0.376441
0.0212355,0.0965041,0.88226
0.200288,0.414328,0.385384
0.334332,0.164364,0.501304
0.0792365,0.456748,0.464015
0.374676,0.183727,0.441598
0.203014,0.279266,0.517721
0.0140732,0.361461,0.624466
0.402396,0.0816827,0.515921
0.146365,0.190664,0.662971
0.145344,0.242823,0.611833
0.207189,0.31272,0.480091
0.181263,0.329633,0.489103
0.476016,0.318387,0.205597
0.201596,0.47307,0.325333
0.283473,0.245706,0.470821
0.262282,0.250639,0.487079
0.255882,0.304046,0.440073
0.283515,0.155463,0.561022
0.380282,0.148312,0.471406
0.0743821,0.344283,0.581335
0.144511,0.197151,0.658338
0.222178,0.153278,0.624544
0.161157,0.596012,0.242831
0.177633,0.475719,0.346648
0.135607,0.538797,0.325596
0.222327,0.361526,0.416148
0.137998,0.169289,0.692713
0.115892,0.217059,0.667049
0.176578,0.383475,0.439946
0.564997,0.236372,0.198631
0.707765,0.118312,0.173923
0.46973,0.167476,0.362794
0.045131,0.468835,0.486034
0.115883,0.114709,0.769408
0.285056,0.332339,0.382605
0.0650872,0.741586,0.193326
0.1816,0.395437,0.422962
0.207728,0.39974,0.392532
0.0295669,0.127029,0.843404
0.453841,0.21336,0.332799
0.434078,0.19004,0.375881
0.0719786,0.326487,0.601535
0.341356,0.447906,0.210738
0.178493,0.135643,0.685864
0.0250033,0.243062,0.731934
0.153664,0.308391,0.537945
0.153238,0.418249,0.428513
0.0650528,0.638311,0.296636
0.0541982,0.127967,0.817834
0.256844,0.249067,0.494088
0.101187,0.339074,0.559739
0.106237,0.180977,0.712786
0.0190921,0.408746,0.572162
0.164715,0.517875,0.31741
0.232728,0.483266,0.284006
0.191243,0.296399,0.512358
0.136908,0.482498,0.380594
0.17293,0.181976,0.645093
0.165513,0.401992,0.432496
0.0798734,0.441829,0.478298
0.161288,0.268959,0.569753
0.262056,0.543726,0.194218
0.147146,0.271148,0.581707
0.474191,0.0753338,0.450476
0.423464,0.205135,0.371401
0.189779,0.403864,0.406357
0.0912201,0.163717,0.745063
0.238427,0.348672,0.4129
0.0187001,0.465165,0.516135
0.0777323,0.198369,0.723899
0.287913,0.140549,0.571539
0.228585,0.401315,0.3701
0.0398392,0.466531,0.49363
0.317086,0.0797267,0.603187
0.500913,0.179823,0.319264
0.293956,0.379768,0.326276
0.606371,0.305589,0.0880397
0.0706184,0.300197,0.629184
0.242379,0.28357,0.47405
0.413681,0.265041,0.321278
0.0795013,0.184561,0.735938
0.239135,0.214693,0.546172
0.225074,0.344735,0.430191
0.0688461,0.342442,0.588712
0.396245,0.265833,0.337922
0.219777,0.0973972,0.682826
0.0233835,0.167018,0.809598
0.323452,0.138196,0.538352
0.191308,0.606612,0.202081
0.24787,0.37785,0.374281
0.207757,0.296442,0.495801
0.295256,0.0563924,0.648352
0.133107,0.542023,0.32487
0.336045,0.14125,0.522705
0.128398,0.108271,0.763331
0.309563,0.437727,0.25271
0.178467,0.377685,0.443847
0.111422,0.508909,0.379669
0.2035,0.133637,0.662863
0.0770835,0.291268,0.631648
0.227005,0.138873,0.634121
0.221386,0.346836,0.431778
0.122672,0.459454,0.417873
0.131634,0.370654,0.497712
0.261702,0.352916,0.385382
0.0672866,0.299671,0.633042
0.0705442,0.518942,0.410514
0.087892,0.627699,0.284409
0.0330444,0.3152,0.651756
0.337774,0.13798,0.524246
0.164609,0.255232,0.580159
0.191995,0.320222,0.487783
0.616138,0.208931,0.174931
0.149426,0.507431,0.343143
0.223397,0.466421,0.310182
0.135306,0.0984979,0.766196
0.0778567,0.24533,0.676813
0.209398,0.235703,0.554899
0.152471,0.216513,0.631015
0.333826,0.11797,0.548204
0.209849,0.313283,0.476868
0.249608,0.163038,0.587354
0.2936,0.443688,0.262712
0.430149,0.161164,0.408687
0.308113,0.0858937,0.605993
0.296023,0.258267,0.445711
0.37473,0.266336,0.358934
0.417674,0.206264,0.376062
0.274625,0.141395,0.58398
0.411294,0.135648,0.453058
0.132601,0.284807,0.582593
0.275718,0.142588,0.581695
0.0735523,0.449522,0.476926
0.135749,0.241723,0.622529
0.0597612,0.301008,0.639231
0.208691,0.366014,0.425295
0.147028,0.334921,0.518052
0.220736,0.240107,0.539157
0.216113,0.158899,0.624988
0.105588,0.170812,0.7236
0.0501198,0.421027,0.528853
0.177396,0.391669,0.430935
0.122007,0.391835,0.486158
0.372039,0.233367,0.394594
0.145839,0.513191,0.340969
0.270234,0.279409,0.450356
0.263515,0.35947,0.377015
0.170191,0.387532,0.442277
0.131694,0.187475,0.680831
0.302024,0.332259,0.365716
0.33489,0.365618,0.299493
0.165541,0.304332,0.530127
0.118255,0.404314,0.47743
0.191902,0.551531,0.256567
0.104385,0.441576,0.454039
0.131051,0.312127,0.556822
0.162192,0.166516,0.671292
0.326593,0.223271,0.450136
0.275208,0.250149,0.474643
0.177401,0.143356,0.679243
0.112338,0.777793,0.109869
0.241233,0.230388,0.528379
0.256096,0.195906,0.547999
0.595131,0.186056,0.218813
0.416083,0.186263,0.397654
0.0532863,0.268396,0.678317
0.0137227,0.463494,0.522783
0.212919,0.293918,0.493163
0.257088,0.0980278,0.644884
0.0957383,0.380441,0.523821
0.453275,0.154401,0.392324
0.137625,0.230693,0.631683
0.0423764,0.138722,0.818901
0.102884,0.171595,0.725522
0.0613186,0.416911,0.521771
0.0604804,0.330772,0.608748
0.221716,0.208234,0.570051
0.17036,0.269455,0.560185
0.0923964,0.344167,0.563437
0.374892,0.131317,0.49379
0.165145,0.254855,0.58
0.34261,0.133495,0.523896
0.146593,0.222841,0.630566
0.36095,0.272337,0.366713
0.0708137,0.3559,0.573286
0.311329,0.244376,0.444295
0.284237,0.182609,0.533154
0.333144,0.12592,0.540936
0.106182,0.299497,0.594321
0.25769,0.27089,0.47142
0.471367,0.206635,0.321998
0.397362,0.15876,0.443878
0.0674103,0.398494,0.534096
0.214399,0.32446,0.461141
0.236941,0.175287,0.587772
0.109333,0.526419,0.364248
0.320936,0.111032,0.568032
0.22644,0.204818,0.568741
0.412527,0.336448,0.251025
0.229781,0.249201,0.521018
0.0355055,0.335133,0.629361
0.119873,0.155961,0.724166
0.273724,0.21159,0.514686
0.444658,0.149398,0.405944
0.412821,0.228338,0.358841
0.33271,0.186179,0.481111
0.226188,0.2265,0.547312
0.128123,0.242498,0.629379
0.000660823,0.271327,0.728012
0.156954,0.406266,0.43678
0.454933,0.290171,0.254897
0.381394,0.349549,0.269057
0.166826,0.203246,0.629928
0.119239,0.42576,0.455001
0.106909,0.357206,0.535885
0.292815,0.120748,0.586437
0.284491,0.133948,0.581561
0.242609,0.208581,0.548811
0.0792667,0.307684,0.613049
0.229207,0.243349,0.527444
0.211325,0.457363,0.331313
0.271394,0.424643,0.303963
0.279471,0.478391,0.242138
0.0998859,0.34082,0.559295
0.372177,0.266281,0.361543
0.161253,0.198876,0.639871
0.210268,0.248044,0.541688
0.252088,0.268744,0.479168
0.271646,0.447098,0.281256
0.0914446,0.566105,0.34245
0.547324,0.184092,0.268584
0.206817,0.227162,0.566021
0.0342142,0.162428,0.803358
0.230304,0.391884,0.377812
0.29905,0.408458,0.292492
0.117676,0.263156,0.619168
0.123964,0.190648,0.685388
0.0467133,0.666337,0.286949
0.0297534,0.13711,0.833137
0.0539117,0.564639,0.38145
0.0748093,0.463587,0.461603
0.0660614,0.336311,0.597628
0.10687,0.439653,0.453478
0.277959,0.130053,0.591988
0.107622,0.384275,0.508102
0.0802578,0.165596,0.754146
0.378427,0.291871,0.329702
0.118844,0.288672,0.592484
0.406462,0.242153,0.351385
0.0817302,0.189474,0.728795
0.334484,0.278144,0.387372
0.21191,0.193814,0.594276
0.155853,0.315971,0.528176
0.155523,0.517001,0.327476
0.231752,0.53144,0.236809
0.337955,0.170753,0.491292
0.207765,0.325842,0.466393
0.18403,0.185637,0.630333
0.155656,0.461893,0.382451
0.109453,0.447527,0.44302
0.0314635,0.174267,0.794269
0.125681,0.270797,0.603522
0.238823,0.245639,0.515538
0.176209,0.453115,0.370676
0.179063,0.282207,0.53873
0.309333,0.266593,0.424073
0.167725,0.279771,0.552504
0.326604,0.166835,0.50656
0.0973583,0.380177,0.522465
0.430424,0.223945,0.345631
0.206012,0.534577,0.259411
0.200679,0.247713,0.551608
0.312829,0.131054,0.556117
0.189975,0.410923,0.399102
0.223029,0.408841,0.36813
0.117629,0.293389,0.588982
0.175059,0.459255,0.365686
0.21945,0.116949,0.663601
0.117301,0.15101,0.731689
0.0871441,0.271695,0.641161
0.185381,0.306995,0.507624
0.0890132,0.292387,0.6186
0.148826,0.457185,0.393989
0.140943,0.458868,0.400189
0.200986,0.20113,0.597885
0.214526,0.285754,0.499719
0.0842706,0.468212,0.447518
0.255283,0.268628,0.476088
0.131964,0.266689,0.601346
0.186624,0.202754,0.610622
0.230786,0.0768853,0.692328
0.296898,0.150788,0.552315
0.0445003,0.42339,0.53211
0.326307,0.0986668,0.575027
0.270843,0.154835,0.574322
0.03929,0.464229,0.496481
0.29123,0.256416,0.452354
0.0926741,0.280103,0.627223
0.259221,0.157395,0.583384
0.226093,0.410398,0.363509
0.31397,0.245092,0.440938
0.215539,0.361902,0.422559
0.0643926,0.250736,0.684871
0.15016,0.295947,0.553893
0.0885663,0.559058,0.352376
0.107692,0.338191,0.554117
0.223571,0.34687,0.429559
0.112896,0.466431,0.420674
0.0355646,0.282177,0.682259
0.17967,0.468628,0.351703
0.140849,0.244285,0.614866
0.418791,0.19695,0.384259
0.130902,0.356034,0.513064
0.268295,0.325146,0.406559
0.292774,0.228576,0.47865
0.229708,0.334099,0.436193
0.11302,0.296128,0.590852
0.268815,0.425381,0.305805
0.13802,0.130044,0.731936
0.156552,0.411864,0.431584
0.0300509,0.242462,0.727487
0.176387,0.354529,0.469084
0.0600186,0.527119,0.412863
0.159288,0.261444,0.579268
0.225523,0.365541,0.408936
0.0317961,0.491125,0.477079
0.0785768,0.402477,0.518946
0.162923,0.332474,0.504603
0.1124,0.387314,0.500286
0.303085,0.225761,0.471155
0.01447,0.118269,0.867261
0.31464,0.259428,0.425932
0.0793851,0.370191,0.550424
0.28087,0.241473,0.477658
0.207728,0.45653,0.335743
0.11055,0.199807,0.689643
0.282128,0.151851,0.566021
0.0837387,0.498386,0.417875
0.0867178,0.279841,0.633441
0.1947,0.22061,0.584691
0.024388,0.397842,0.57777
0.200975,0.161391,0.637634
0.199361,0.150512,0.650126
0.289016,0.384171,0.326813
0.274485,0.208237,0.517278
0.252413,0.184606,0.562981
0.09998,0.337558,0.562462
0.416204,0.126859,0.456937
0.273986,0.191428,0.534586
0.0307871,0.391565,0.577648
0.114819,0.231616,0.653565
0.309183,0.1393,0.551517
0.0867467,0.376341,0.536912
0.320063,0.292409,0.387528
0.249109,0.31412,0.436771
0.214869,0.326349,0.458782
0.149787,0.32435,0.525863
0.230462,0.294087,0.475451
0.120791,0.301707,0.577502
0.264448,0.134475,0.601077
0.242303,0.361136,0.39656
0.236339,0.444335,0.319326
0.179621,0.141662,0.678717
0.164448,0.301597,0.533955
0.0470294,0.16208,0.79089
0.226535,0.325485,0.447981
0.157863,0.0329489,0.809188
0.299399,0.111528,0.589073
0.431808,0.251751,0.316441
0.183072,0.425366,0.391562
0.522673,0.149913,0.327413
0.297773,0.126782,0.575445
0.0602312,0.325925,0.613843
0.183512,0.0486555,0.767832
0.162359,0.320738,0.516904
0.584165,0.127551,0.288284
0.153104,0.130476,0.716419
0.288725,0.332482,0.378792
0.21973,0.321386,0.458883
0.276258,0.244515,0.479227
0.0701942,0.152879,0.776927
0.229702,0.427734,0.342564
0.0717642,0.267801,0.660434
0.142532,0.318865,0.538603
0.0189016,0.139339,0.841759
0.173463,0.18073,0.645807
0.249479,0.382029,0.368492
0.327736,0.308812,0.363451
0.218356,0.0521173,0.729526
0.0372921,0.569923,0.392785
0.219183,0.287212,0.493605
0.179237,0.24906,0.571703
0.129418,0.376287,0.494295
0.271742,0.142365,0.585892
0.0731334,0.159757,0.767109
0.0393098,0.30694,0.65375
0.0991505,0.373444,0.527406
0.0631742,0.156876,0.77995
0.0538132,0.233449,0.712738
0.148801,0.256365,0.594834
0.300593,0.143799,0.555608
0.0976273,0.360384,0.541989
0.253257,0.375974,0.370769
0.110465,0.168429,0.721106
0.11509,0.22838,0.65653
0.385765,0.119009,0.495226
0.337545,0.107144,0.555312
0.257294,0.348678,0.394029
0.291804,0.387051,0.321145
0.178833,0.187942,0.633225
0.131294,0.47496,0.393746
0.0385102,0.295433,0.666057
0.300547,0.218707,0.480746
0.449253,0.230911,0.319836
0.417573,0.236655,0.345772
0.0183993,0.540605,0.440996
0.490949,0.072898,0.436153
0.137303,0.252242,0.610454
0.463737,0.273986,0.262277
0.0596191,0.257066,0.683315
0.258665,0.401685,0.33965
0.557635,0.298129,0.144236
0.394152,0.274657,0.331191
0.223657,0.371752,0.404591
0.143779,0.141969,0.714251
0.0967814,0.275484,0.627735
0.138916,0.152037,0.709047
0.312877,0.357603,0.329521
0.102684,0.360159,0.537158
0.26623,0.30665,0.42712
0.0633619,0.357516,0.579122
0.42987,0.163086,0.407045
0.281403,0.373298,0.345299
0.182715,0.253539,0.563746
0.105874,0.304392,0.589734
0.294029,0.0320567,0.673915
0.20028,0.197494,0.602226
0.0474898,0.401625,0.550885
0.0933362,0.323489,0.583175
0.0857316,0.295025,0.619243
0.513098,0.368834,0.118069
0.205431,0.110407,0.684162
0.0839292,0.120162,0.795908
0.0372686,0.0746538,0.888078
0.264749,0.241817,0.493433
0.318926,0.0541115,0.626962
0.0660147,0.205757,0.728228
0.112958,0.474337,0.412706
0.0885703,0.197893,0.713537
0.374933,0.265742,0.359324
0.115568,0.568167,0.316264
0.147835,0.253667,0.598498
0.171178,0.0872486,0.741573
0.225868,0.446316,0.327816
0.101168,0.395545,0.503287
0.109576,0.241611,0.648813
0.281068,0.235691,0.483241
0.0373075,0.401323,0.56137
0.0351349,0.627495,0.33737
0.165281,0.140418,0.6943
0.582189,0.272012,0.145798
0.175364,0.118052,0.706584
0.183186,0.425791,0.391023
0.0824715,0.34154,0.575988
0.152862,0.267989,0.579148
0.316395,0.0976323,0.585973
0.219835,0.172307,0.607858
0.192844,0.483318,0.323839
0.186897,0.429805,0.383298
0.0272268,0.163314,0.80946
0.144131,0.239797,0.616072
0.351327,0.321951,0.326722
0.288503,0.244963,0.466534
0.0998261,0.0871441,0.81303
0.239578,0.328913,0.431509
0.141097,0.176129,0.682774
0.533806,0.0736511,0.392543
0.255254,0.337497,0.407249
0.295855,0.219218,0.484926
0.0360049,0.307584,0.656412
0.123174,0.250134,0.626692
0.0716349,0.397317,0.531048
0.179041,0.25808,0.562879
0.472402,0.126643,0.400955
0.11027,0.364532,0.525198
0.0632172,0.193151,0.743632
0.0636806,0.303272,0.633048
0.214895,0.190668,0.594437
0.108667,0.0851279,0.806205
0.373013,0.217866,0.409122
0.408967,0.19507,0.395963
0.369929,0.144163,0.485909
0.0933131,0.282779,0.623907
0.148608,0.403021,0.448371
0.184023,0.16962,0.646356
0.0247325,0.16572,0.809548
0.256412,0.286974,0.456614
0.141844,0.266414,0.591742
0.122667,0.209031,0.668302
0.21875,0.499951,0.281299
0.017414,0.336674,0.645912
0.508822,0.302192,0.188986
0.0947427,0.429818,0.475439
0.233335,0.421734,0.344931
0.130132,0.311286,0.558582
0.107146,0.298868,0.593986
0.198892,0.413028,0.38808
0.487939,0.332904,0.179157
0.1095,0.140765,0.749735
0.0822944,0.362874,0.554832
0.138776,0.38265,0.478574
0.125519,0.403733,0.470748
0.136126,0.161227,0.702648
0.149072,0.298057,0.552871
0.117091,0.415309,0.467599
0.0668365,0.239996,0.693167
0.0518979,0.525996,0.422106
0.0433595,0.32352,0.633121
0.2974,0.254818,0.447782
0.413687,0.35348,0.232832
0.187689,0.349477,0.462834
0.606792,0.183799,0.209409
0.297121,0.273363,0.429516
0.419089,0.260227,0.320685
0.244479,0.117861,0.63766
0.0961141,0.127722,0.776164
0.0371872,0.148053,0.81476
0.0566897,0.522401,0.420909
0.194769,0.344354,0.460877
0.0449663,0.32767,0.627364
0.176584,0.437955,0.385461
0.445531,0.175572,0.378897
0.338959,0.14768,0.513361
0.44803,0.0648871,0.487083
0.0462258,0.138208,0.815566
0.0473596,0.612544,0.340096
0.311054,0.336866,0.35208
0.0842427,0.415682,0.500075
0.0737869,0.240305,0.685908
0.216287,0.168074,0.615639
0.0401816,0.314005,0.645813
0.223809,0.223067,0.553124
0.332181,0.0819313,0.585888
0.0720659,0.243472,0.684462
0.0169614,0.331034,0.652004
0.239417,0.210554,0.550029
0.116693,0.0870331,0.796274
0.149778,0.38152,0.468702
0.165804,0.428145,0.406051
0.243004,0.319199,0.437797
0.197517,0.160768,0.641715
0.296663,0.267903,0.435434
0.3619,0.30081,0.337289
0.105756,0.262886,0.631358
0.119934,0.457793,0.422273
0.319791,0.160641,0.519567
0.0236825,0.583592,0.392725
0.0555382,0.160225,0.784237
0.287275,0.338741,0.373984
0.103437,0.459143,0.43742
0.054455,0.294904,0.650641
0.354514,0.324857,0.320628
0.299333,0.139738,0.560929
0.279713,0.451613,0.268675
0.212929,0.503065,0.284006
0.17187,0.206019,0.622111
0.252392,0.206477,0.541132
0.177299,0.174631,0.648069
0.0975586,0.146068,0.756374
0.0414093,0.467625,0.490966
0.0779844,0.183131,0.738885
0.0613892,0.055495,0.883116
0.0628309,0.476367,0.460802
0.246308,0.459468,0.294225
0.192552,0.307018,0.50043
0.253936,0.103224,0.64284
0.0171737,0.144566,0.83826
0.149925,0.297343,0.552732
0.231759,0.303739,0.464502
0.333863,0.301573,0.364564
0.265279,0.480327,0.254394
0.214554,0.361266,0.424181
0.353941,0.245404,0.400655
0.0229801,0.559324,0.417696
0.101939,0.436995,0.461065
0.368746,0.27587,0.355384
0.334784,0.121821,0.543395
0.0963586,0.540379,0.363262
0.114865,0.193105,0.69203
0.259731,0.431526,0.308744
0.315106,0.335524,0.34937
0.0778245,0.16174,0.760435
0.108367,0.258601,0.633032
0.0453944,0.443427,0.511178
0.0936126,0.431086,0.475302
0.0474322,0.27153,0.681038
0.259435,0.122667,0.617897
0.1552,0.489047,0.355752
0.494038,0.117524,0.388438
0.270265,0.456771,0.272965
0.316558,0.443081,0.240361
0.0810758,0.475725,0.4432
0.14554,0.349209,0.505251
0.0824407,0.540494,0.377066
0.270812,0.517363,0.211825
0.180614,0.264791,0.554595
0.29217,0.227745,0.480086
0.0771998,0.307856,0.614944
0.180743,0.254663,0.564594
0.0318471,0.417626,0.550526
0.0524919,0.590417,0.357091
0.162935,0.580242,0.256822
0.160086,0.475632,0.364283
0.146742,0.287222,0.566036
0.212542,0.443953,0.343505
0.168523,0.291205,0.540272
0.399996,0.321201,0.278803
0.0535494,0.575859,0.370592
0.375351,0.0570508,0.567598
0.539833,0.027692,0.432475
0.242527,0.362811,0.394662
0.44474,0.429526,0.125734
0.347119,0.161955,0.490926
0.334795,0.286152,0.379052
0.415493,0.272427,0.312079
0.0886273,0.265668,0.645705
0.128394,0.305801,0.565805
0.340782,0.240331,0.418887
0.096669,0.463471,0.43986
0.172495,0.54155,0.285955
0.0913084,0.372965,0.535727
0.23921,0.110578,0.650213
0.125063,0.304109,0.570828
0.114395,0.178199,0.707406
0.0251722,0.235103,0.739725
0.420914,0.0793848,0.499701
0.183444,0.17033,0.646227
0.250036,0.441232,0.308732
0.272606,0.0691783,0.658216
0.0900561,0.215432,0.694512
0.271417,0.300707,0.427876
0.383245,0.146287,0.470467
0.121122,0.226109,0.652769
0.120638,0.548931,0.330432
0.202045,0.364293,0.433661
0.120791,0.305568,0.573641
0.290778,0.406713,0.302509
0.0659363,0.20603,0.728034
0.228524,0.377595,0.393881
0.452409,0.214302,0.333288
0.206406,0.457562,0.336032
0.206103,0.390493,0.403404
0.262402,0.275673,0.461925
0.273044,0.356074,0.370882
0.0237828,0.32062,0.655597
0.0817216,0.409783,0.508495
0.234456,0.186979,0.578565
0.368911,0.178069,0.45302
0.0323987,0.307137,0.660464
0.0189401,0.346782,0.634278
0.169741,0.420409,0.40985
0.0556624,0.473153,0.471185
0.573306,0.238534,0.18816
0.188912,0.232724,0.578364
0.195433,0.466325,0.338242
0.0561867,0.242094,0.70172
0.0851123,0.223123,0.691765
0.0679145,0.141449,0.790637
0.0713432,0.479832,0.448825
0.0780564,0.410044,0.5119
0.197231,0.158082,0.644687
0.377872,0.185959,0.436169
0.144881,0.378848,0.476271
0.133669,0.499211,0.36712
0.419482,0.201611,0.378907
0.131884,0.315865,0.552251
0.0818805,0.316643,0.601477
0.0182093,0.383545,0.598246
0.372689,0.377004,0.250307
0.0359693,0.286648,0.677382
0.0845659,0.461481,0.453954
0.197679,0.430562,0.371759
0.201621,0.219169,0.57921
0.438764,0.35458,0.206656
0.546972,0.0367295,0.416298
0.0131841,0.316819,0.669997
0.0964191,0.107384,0.796197
0.0968625,0.583859,0.319279
0.18961,0.395708,0.414682
0.280862,0.150811,0.568326
0.24068,0.261079,0.498241
0.371187,0.0550806,0.573732
0.0317378,0.388463,0.579799
0.406352,0.189752,0.403896
0.171683,0.501299,0.327018
0.241193,0.366908,0.391898
0.146767,0.146065,0.707169
0.190738,0.270848,0.538413
0.216674,0.169949,0.613377
0.420025,0.19411,0.385865
0.356808,0.0582662,0.584926
0.146782,0.109959,0.743259
0.122286,0.19404,0.683674
0.0468647,0.488409,0.464727
0.0561562,0.173946,0.769897
0.232806,0.57831,0.188884
0.0913973,0.134833,0.77377
0.211021,0.199067,0.589912
0.239347,0.209721,0.550932
0.135465,0.655263,0.209272
0.494613,0.303587,0.2018
0.182955,0.150339,0.666706
0.0329192,0.219543,0.747538
0.237193,0.374869,0.387938
0.20671,0.362642,0.430649
0.330265,0.130733,0.539002
0.0721788,0.133548,0.794273
0.237246,0.369758,0.392995
0.198348,0.193227,0.608425
0.142265,0.216152,0.641583
0.0760113,0.630407,0.293582
0.150145,0.402864,0.446991
0.0921464,0.440246,0.467607
0.0464445,0.347308,0.606248
0.139184,0.518549,0.342268
0.0853595,0.2866,0.62804
0.109921,0.264985,0.625094
0.0692253,0.0727929,0.857982
0.117154,0.138817,0.744029
0.293961,0.110555,0.595485
0.0381285,0.441494,0.520378
0.123639,0.235965,0.640396
0.0886164,0.0231232,0.88826
0.14191,0.50442,0.35367
0.0451726,0.168001,0.786827
0.049811,0.183046,0.767143
0.453705,0.13944,0.406856
0.0545145,0.456337,0.489148
0.19831,0.577925,0.223765
0.0941522,0.352873,0.552975
0.118825,0.296239,0.584936
0.09038,0.359668,0.549952
0.271224,0.333537,0.395239
0.244184,0.578974,0.176842
0.227891,0.407071,0.365038
0.456259,0.305852,0.237889
0.400411,0.410817,0.188772
0.375564,0.1605,0.463936
0.22701,0.246339,0.526652
0.256483,0.288289,0.455228
0.34547,0.306466,0.348064
0.0867873,0.0833007,0.829912
0.353232,0.132905,0.513862
